CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12728421,"""21/03/2023""","""16/12/2024""","""222301""",1,"""MONITOREO AMBIENTAL""","""TECNICO""","""PRESENCIAL""",32,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12909856,"""09/02/2024""","""03/05/2024""","""42110153""",1,"""EJERCICIO DERECHOS FUNDAMENTALES EN EL TRABAJO""","""CURSO ESPECIAL""","""PRESENCIAL""",18,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12771211,"""10/07/2023""","""09/10/2024""","""832202""",2,"""INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES""","""TECNICO""","""PRESENCIAL""",27,0,202402
5,"""REGIONAL ANTIOQUIA""",9206,"""CENTRO TEXTIL Y DE GESTION INDUSTRIAL""",12907193,"""12/02/2024""","""13/02/2024""","""62130004""",2,"""MANIPULACION HIGIENICA DE ALIMENTOS.""","""CURSO ESPECIAL""","""PRESENCIAL""",40,2,202402
68,"""REGIONAL SANTANDER""",9309,"""CENTRO DE SERVICIOS EMPRESARIALES Y TURISTICOS""",12720882,"""15/03/2023""","""16/12/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",33,0,202402
17,"""REGIONAL CALDAS""",9112,"""CENTRO PARA LA FORMACION CAFETERA""",12790174,"""29/06/2023""","""28/09/2024""","""932400""",1,"""TRATAMIENTO DE AGUA""","""TECNICO""","""PRESENCIAL""",22,1,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12908627,"""07/02/2024""","""05/03/2024""","""84720117""",1,"""COMPETENCIAS CIUDADANAS EN LA SEGURIDAD VIAL""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
68,"""REGIONAL SANTANDER""",9224,"""CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL""",12727752,"""17/03/2023""","""16/12/2024""","""941106""",1,"""MECANIZADO EN TORNO Y FRESADORA CONVENCIONAL""","""TECNICO""","""PRESENCIAL""",29,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12714070,"""17/04/2023""","""16/07/2024""","""233104""",2,"""PROGRAMACION DE SOFTWARE .""","""TECNICO""","""PRESENCIAL""",21,0,202402
76,"""REGIONAL VALLE""",9227,"""CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI""",12912950,"""15/02/2024""","""12/04/2024""","""22430093""",2,"""CARACTERIZACION DE LAS MAQUINAS Y EQUIPOS PARA LA IMPLEMENTACION DEL INTERNET DE LAS COSAS EN LA INDUSTRIA 4.0""","""CURSO ESPECIAL""","""PRESENCIAL""",16,0,202402
5,"""REGIONAL ANTIOQUIA""",9502,"""COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL""",12868014,"""19/10/2023""","""18/01/2025""","""222239""",1,"""CONSERVACION DE RECURSOS NATURALES""","""TECNICO""","""PRESENCIAL""",34,0,202402
13,"""REGIONAL BOLIVAR""",9304,"""CENTRO DE COMERCIO Y SERVICIOS""",12855045,"""09/10/2023""","""31/12/2025""","""525214""",2,"""ACTIVIDAD FISICA""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
25,"""REGIONAL CUNDINAMARCA""",9512,"""CENTRO DE BIOTECNOLOGIA AGROPECUARIA""",12834932,"""11/09/2023""","""10/12/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",43,0,202402
44,"""REGIONAL GUAJIRA""",9524,"""CENTRO AGROEMPRESARIAL Y ACUICOLA""",12876898,"""22/01/2024""","""21/04/2025""","""137136""",1,"""INTEGRACION DE OPERACIONES LOGISTICAS""","""TECNICO""","""PRESENCIAL""",30,0,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12733098,"""22/03/2023""","""13/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",36,0,202402
66,"""REGIONAL RISARALDA""",9223,"""CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL""",12721451,"""27/03/2023""","""26/06/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",39,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12913904,"""15/02/2024""","""09/03/2024""","""83830299""",1,"""MANTENIMIENTO PREVENTIVO DE MOTOCICLETAS Y MOTOCARROS""","""CURSO ESPECIAL""","""PRESENCIAL""",24,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12703648,"""17/02/2023""","""16/12/2024""","""233104""",2,"""PROGRAMACION DE SOFTWARE .""","""TECNICO""","""PRESENCIAL""",36,0,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12916033,"""15/02/2024""","""19/03/2024""","""13420112""",1,"""CONTRATACION Y AFILIACION A SEGURIDAD SOCIAL EN EL ENTORNO LABORAL.""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
11,"""REGIONAL DISTRITO CAPITAL""",9217,"""CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA""",12823532,"""02/10/2023""","""31/12/2025""","""513601""",3,"""ANIMACION DIGITAL""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
85,"""REGIONAL CASANARE""",9519,"""CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE""",12675349,"""23/01/2023""","""22/04/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",21,0,202402
5,"""REGIONAL ANTIOQUIA""",9101,"""CENTRO DE LOS RECURSOS NATURALES RENOVABLES - LA SALADA""",12911072,"""12/02/2024""","""08/03/2024""","""66210001""",1,"""GASTRONOMIA COLOMBIANA""","""CURSO ESPECIAL""","""VIRTUAL""",80,6,202402
68,"""REGIONAL SANTANDER""",9122,"""CENTRO ATENCION SECTOR AGROPECUARIO""",12915409,"""15/02/2024""","""02/03/2024""","""96151461""",2,"""HIGIENE Y MANIPULACION DE ALIMENTOS.""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9403,"""CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD""",12834594,"""11/09/2023""","""10/12/2024""","""134206""",1,"""PRESELECCION DE TALENTO HUMANO MEDIADO POR HERRAMIENTAS TIC""","""TECNICO""","""VIRTUAL""",48,0,202402
5,"""REGIONAL ANTIOQUIA""",9503,"""CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION""",12730543,"""14/03/2023""","""13/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",23,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12728422,"""21/03/2023""","""16/12/2024""","""222301""",1,"""MONITOREO AMBIENTAL""","""TECNICO""","""PRESENCIAL""",35,0,202402
63,"""REGIONAL QUINDIO""",9120,"""CENTRO AGROINDUSTRIAL""",12907291,"""06/02/2024""","""04/03/2024""","""73310066""",2,"""AGRICULTURA ECOLOGICA: FERTILIZACION, SUELOS Y CULTIVOS""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
25,"""REGIONAL CUNDINAMARCA""",9511,"""CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL""",12556253,"""18/07/2022""","""17/10/2024""","""228116""",1,"""IMPLEMENTACION DE INFRAESTRUCTURA DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES.""","""TECNOLOGO""","""PRESENCIAL""",13,0,202402
86,"""REGIONAL PUTUMAYO""",9518,"""CENTRO AGROFORESTAL Y ACUICOLA ARAPAIMA""",12826460,"""02/10/2023""","""01/10/2025""","""222203""",100,"""GESTION DE RECURSOS NATURALES""","""TECNOLOGO""","""PRESENCIAL""",17,1,202402
52,"""REGIONAL NARIÑO""",9536,"""CENTRO INTERNACIONAL DE PRODUCCION LIMPIA - LOPE""",12905675,"""12/02/2024""","""30/11/2025""","""135329""",2,"""MARKETING DIGITAL PARA EL SISTEMA MODA""","""TECNICO""","""PRESENCIAL""",30,0,202402
25,"""REGIONAL CUNDINAMARCA""",9511,"""CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL""",12906549,"""05/02/2024""","""01/03/2024""","""13410029""",2,"""ADMINISTRACION DE RECURSOS HUMANOS""","""CURSO ESPECIAL""","""VIRTUAL""",80,51,202402
8,"""REGIONAL ATLANTICO""",9103,"""CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL""",12771513,"""10/07/2023""","""09/10/2024""","""635171""",1,"""CORTE Y VENTA DE CARNES""","""TECNICO""","""PRESENCIAL""",25,0,202402
13,"""REGIONAL BOLIVAR""",9104,"""CENTRO AGROEMPRESARIAL Y MINERO""",12834746,"""11/09/2023""","""10/12/2024""","""135303""",1,"""ATENCION INTEGRAL AL CLIENTE""","""TECNICO""","""VIRTUAL""",38,0,202402
19,"""REGIONAL CAUCA""",9113,"""CENTRO AGROPECUARIO""",12626858,"""05/09/2022""","""04/03/2024""","""134507""",2,"""APOYO ADMINISTRATIVO EN SALUD.""","""TECNICO""","""VIRTUAL""",15,0,202402
52,"""REGIONAL NARIÑO""",9534,"""CENTRO SUR COLOMBIANO DE LOGISTICA INTERNACIONAL""",12910272,"""19/02/2024""","""02/12/2024""","""83930184""",1,"""APLICACION DE LA ELECTRONICA EN PROYECTOS DE CIENCIA, TECNOLOGIA E INNOVACION CON ENFOQUE RURAL""","""CURSO ESPECIAL""","""PRESENCIAL""",25,0,202402
5,"""REGIONAL ANTIOQUIA""",9201,"""CENTRO DEL DISEÑO Y MANUFACTURA DEL CUERO""",12908647,"""07/02/2024""","""12/03/2024""","""33130161""",1,"""SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
50,"""REGIONAL META""",9117,"""CENTRO AGROINDUSTRIAL DEL META""",12824737,"""02/10/2023""","""31/12/2024""","""637200""",1,""".ATENCION INTEGRAL A LA PRIMERA INFANCIA""","""TECNICO""","""PRESENCIAL""",30,1,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",2302531,"""21/02/2024""","""21/02/2024""","""1224100086""",1,"""INMERSION EN EL PROCESO DE GESTION DE LA FORMACION PROFESIONAL INTEGRAL INDUCCION DE APRENDICES PARTE1""","""EVENTO""","""PRESENCIAL""",3,3,202402
66,"""REGIONAL RISARALDA""",9308,"""CENTRO DE COMERCIO Y SERVICIOS""",12824838,"""02/10/2023""","""31/12/2025""","""123101""",1,"""GESTION CONTABLE Y DE INFORMACION FINANCIERA""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
66,"""REGIONAL RISARALDA""",9223,"""CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL""",12826685,"""22/08/2023""","""21/11/2024""","""939203""",1,"""EBANISTERIA.""","""TECNICO""","""PRESENCIAL""",27,0,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12904076,"""01/02/2024""","""20/02/2024""","""83420236""",1,"""SOLDADURA CON PROCESO GMAW EN UNIONES 1F Y 2F""","""CURSO ESPECIAL""","""PRESENCIAL""",27,2,202402
50,"""REGIONAL META""",9532,"""CENTRO DE INDUSTRIA Y SERVICIOS DEL META""",12698493,"""20/02/2023""","""30/11/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",22,0,202402
76,"""REGIONAL VALLE""",9227,"""CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI""",12906352,"""05/02/2024""","""01/03/2024""","""92220007""",1,"""ELECTRONICA: ELECTROTECNIA Y MEDIDAS.""","""CURSO ESPECIAL""","""VIRTUAL""",80,7,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12675737,"""21/11/2022""","""20/02/2025""","""522309""",1,"""DESARROLLO DE MEDIOS GRAFICOS VISUALES""","""TECNOLOGO""","""VIRTUAL""",32,0,202402
68,"""REGIONAL SANTANDER""",9540,"""CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO""",12734132,"""28/03/2023""","""30/11/2024""","""733410""",101,"""PRODUCCION AGROPECUARIA""","""TECNICO""","""PRESENCIAL""",25,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9217,"""CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA""",12902977,"""17/01/2024""","""24/01/2024""","""41311582""",1,"""CURSO INTRODUCTORIO A LA FORMACION PROFESIONAL INTEGRAL""","""CURSO ESPECIAL""","""PRESENCIAL""",25,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12825313,"""02/10/2023""","""01/10/2026""","""837409""",1,"""MANTENIMIENTO LINEA DE AVIONES""","""TECNOLOGO""","""PRESENCIAL""",25,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12916954,"""16/02/2024""","""20/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
76,"""REGIONAL VALLE""",9227,"""CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI""",12561801,"""18/07/2022""","""17/10/2024""","""821222""",4,"""ELECTRICIDAD INDUSTRIAL""","""TECNOLOGO""","""PRESENCIAL""",25,0,202402
50,"""REGIONAL META""",9532,"""CENTRO DE INDUSTRIA Y SERVICIOS DEL META""",12916528,"""16/02/2024""","""23/02/2024""","""66210073""",1,"""COCINA COLOMBIANA""","""CURSO ESPECIAL""","""PRESENCIAL""",34,0,202402
5,"""REGIONAL ANTIOQUIA""",9549,"""COMPLEJO TECNOLOGICO, TURISTICO Y AGROINDUSTRIAL DEL OCCIDENTE ANTIOQUEÑO""",12834529,"""11/09/2023""","""10/12/2025""","""723179""",1,"""GESTION AGROEMPRESARIAL""","""TECNOLOGO""","""VIRTUAL""",44,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12688017,"""12/12/2022""","""11/03/2025""","""123101""",1,"""GESTION CONTABLE Y DE INFORMACION FINANCIERA""","""TECNOLOGO""","""PRESENCIAL""",27,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12558634,"""18/07/2022""","""17/07/2024""","""223219""",102,"""MANTENIMIENTO MECATRONICO DE AUTOMOTORES""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
5,"""REGIONAL ANTIOQUIA""",9503,"""CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION""",12915725,"""20/02/2024""","""19/05/2026""","""722148""",1,"""GESTION DE LA PRODUCCION AGRICOLA""","""TECNOLOGO""","""PRESENCIAL""",33,1,202402
5,"""REGIONAL ANTIOQUIA""",9502,"""COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL""",12681301,"""28/11/2022""","""27/02/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",17,0,202402
63,"""REGIONAL QUINDIO""",9538,"""CENTRO DE COMERCIO Y TURISMO""",12929071,"""27/02/2024""","""29/03/2024""","""12230001""",1,"""HERRAMIENTAS PARA LA GESTION DEL TALENTO HUMANO""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
68,"""REGIONAL SANTANDER""",9225,"""CENTRO INDUSTRIAL DEL DISEÑO Y LA MANUFACTURA""",12671562,"""23/01/2023""","""22/04/2024""","""833100""",1,"""INSTALACIONES HIDRAULICAS Y SANITARIAS EN EDIFICACIONES RESIDENCIALES Y COMERCIALES.""","""TECNICO""","""PRESENCIAL""",13,0,202402
25,"""REGIONAL CUNDINAMARCA""",9511,"""CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL""",12742145,"""31/03/2023""","""30/11/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",2,0,202402
76,"""REGIONAL VALLE""",9544,"""CENTRO DE BIOTECNOLOGIA INDUSTRIAL""",12709731,"""27/02/2023""","""16/12/2024""","""524704""",1,"""INTEGRACION DE CONTENIDOS DIGITALES.""","""TECNICO""","""PRESENCIAL""",28,4,202402
41,"""REGIONAL HUILA""",9525,"""CENTRO AGROEMPRESARIAL Y DESARROLLO PECUARIO DEL HUILA""",12918411,"""19/02/2024""","""11/03/2024""","""83820051""",1,"""MANTENIMIENTO DEL SISTEMA DE ARRANQUE Y CARGA DE AUTOMOTORES...""","""CURSO ESPECIAL""","""PRESENCIAL""",23,0,202402
66,"""REGIONAL RISARALDA""",9223,"""CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL""",12705186,"""28/02/2023""","""16/12/2024""","""524704""",1,"""INTEGRACION DE CONTENIDOS DIGITALES.""","""TECNICO""","""PRESENCIAL""",31,1,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12714806,"""21/03/2023""","""06/12/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",21,1,202402
76,"""REGIONAL VALLE""",9311,"""CENTRO DE GESTION TECNOLOGICA DE SERVICIOS""",12700202,"""20/02/2023""","""30/11/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",30,0,202402
66,"""REGIONAL RISARALDA""",9121,"""CENTRO ATENCION SECTOR AGROPECUARIO""",12906103,"""05/02/2024""","""07/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
63,"""REGIONAL QUINDIO""",9120,"""CENTRO AGROINDUSTRIAL""",12907693,"""12/02/2024""","""27/02/2024""","""73311563""",3,"""MANEJO RACIONAL DE PLAGUICIDAS""","""CURSO ESPECIAL""","""PRESENCIAL""",22,0,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12573959,"""13/06/2022""","""12/06/2024""","""122128""",1,"""GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9404,"""CENTRO DE GESTION ADMINISTRATIVA""",12711753,"""17/04/2023""","""16/04/2025""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",27,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9404,"""CENTRO DE GESTION ADMINISTRATIVA""",12873871,"""22/01/2024""","""21/04/2025""","""134400""",2,"""ASISTENCIA EN ORGANIZACION DE ARCHIVOS .""","""TECNICO""","""PRESENCIAL""",24,4,202402
19,"""REGIONAL CAUCA""",9307,"""CENTRO DE COMERCIO Y SERVICIOS""",12774280,"""10/07/2023""","""09/10/2024""","""635604""",1,"""SERVICIOS DE BARISMO""","""TECNICO""","""PRESENCIAL""",18,0,202402
5,"""REGIONAL ANTIOQUIA""",9401,"""CENTRO DE SERVICIOS DE SALUD""",12884958,"""20/11/2023""","""20/08/2024""","""637102""",2,"""CUIDADO BASICO DE PERSONAS CON DEPENDENCIA FUNCIONAL""","""OPERARIO""","""PRESENCIAL""",13,0,202402
76,"""REGIONAL VALLE""",9124,"""CENTRO AGROPECUARIO DE BUGA""",12874147,"""22/01/2024""","""21/01/2026""","""921321""",1,"""PROCESAMIENTO DE ALIMENTOS""","""TECNOLOGO""","""PRESENCIAL""",11,0,202402
19,"""REGIONAL CAUCA""",9221,"""CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL""",12823031,"""02/10/2023""","""31/12/2024""","""835100""",1,"""CARPINTERIA.""","""TECNICO""","""PRESENCIAL""",20,0,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12910553,"""13/02/2024""","""23/02/2024""","""22620487""",1,"""ANALISIS DE SISTEMAS DE SEGURIDAD Y SALUD EN EL TRABAJO""","""CURSO ESPECIAL""","""PRESENCIAL""",29,3,202402
47,"""REGIONAL MAGDALENA""",9529,"""CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA""",12879864,"""20/11/2023""","""19/02/2026""","""121523""",2,"""COORDINACION DE PROCESOS LOGISTICOS""","""TECNOLOGO""","""VIRTUAL""",42,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9211,"""CENTRO DE GESTION INDUSTRIAL""",12429396,"""16/11/2021""","""12/04/2024""","""222319""",1,"""PREVENCION Y CONTROL AMBIENTAL""","""TECNOLOGO""","""PRESENCIAL""",12,0,202402
15,"""REGIONAL BOYACA""",9110,"""CENTRO DE DESARROLLO AGROPECUARIO Y AGROINDUSTRIAL""",12694665,"""30/01/2023""","""30/11/2024""","""733290""",1,"""PRODUCCION PECUARIA.""","""TECNICO""","""PRESENCIAL""",17,0,202402
5,"""REGIONAL ANTIOQUIA""",9301,"""CENTRO DE COMERCIO""",12914966,"""15/02/2024""","""19/03/2024""","""84920091""",1,"""LOGISTICA PARA LA COMERCIALIZACION DE PRODUCTOS""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
63,"""REGIONAL QUINDIO""",9231,"""CENTRO PARA EL DESARROLLO TECNOLOGICO DE LA CONSTRUCCION Y LA INDUSTRIA""",12908530,"""07/02/2024""","""13/03/2024""","""93510508""",1,"""ELABORACION DE BORDADO INDUSTRIAL""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12702994,"""16/02/2023""","""16/12/2024""","""133303""",1,"""SERVICIOS COMERCIALES Y FINANCIEROS""","""TECNICO""","""PRESENCIAL""",32,0,202402
23,"""REGIONAL CORDOBA""",9115,"""CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR""",12912886,"""13/02/2024""","""26/02/2024""","""73320384""",1,"""ESTABLECIMIENTO DE UN SISTEMA PRODUCTIVO DE POLLO DE ENGORDE TIPO CAMPESINO""","""CURSO ESPECIAL""","""PRESENCIAL""",30,0,202402
68,"""REGIONAL SANTANDER""",9224,"""CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL""",12909186,"""08/02/2024""","""06/03/2024""","""21730024""",1,"""APLICACION DE LA CALIDAD DEL SOFTWARE EN EL PROCESO DE DESARROLLO""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
11,"""REGIONAL DISTRITO CAPITAL""",9406,"""CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS""",12393659,"""04/10/2021""","""03/01/2024""","""122149""",1,"""GESTION DE DESTINOS TURISTICOS""","""TECNOLOGO""","""PRESENCIAL""",23,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12931091,"""28/02/2024""","""27/03/2024""","""22310017""",1,"""COSTOS Y PRESUPUESTOS PARA EDIFICACIONES I: GENERALIDADES""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
88,"""REGIONAL SAN ANDRES""",9539,"""CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS""",12926965,"""27/02/2024""","""29/03/2024""","""51240088""",1,"""ENGLISH DOES WORK - LEVEL 2""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
66,"""REGIONAL RISARALDA""",9121,"""CENTRO ATENCION SECTOR AGROPECUARIO""",12825484,"""02/10/2023""","""01/10/2024""","""222114""",1,"""ALISTAMIENTO DE LABORATORIOS DE MICROBIOLOGIA Y BIOTECNOLOGIA""","""TECNICO""","""PRESENCIAL""",19,1,202402
76,"""REGIONAL VALLE""",9228,"""CENTRO DE LA CONSTRUCCION""",12699288,"""01/03/2023""","""19/05/2025""","""226245""",1,"""GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
66,"""REGIONAL RISARALDA""",9308,"""CENTRO DE COMERCIO Y SERVICIOS""",12713933,"""21/03/2023""","""16/12/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",19,0,202402
47,"""REGIONAL MAGDALENA""",9118,"""CENTRO ACUICOLA Y AGROINDUSTRIAL DE GAIRA""",12829814,"""04/09/2023""","""03/09/2024""","""836114""",1,"""CONSTRUCCION DE EDIFICACIONES""","""TECNICO""","""PRESENCIAL""",29,0,202402
25,"""REGIONAL CUNDINAMARCA""",9513,"""CENTRO DE DESARROLLO AGROEMPRESARIAL""",12734455,"""21/03/2023""","""30/11/2024""","""733193""",1,"""SISTEMAS AGROPECUARIOS ECOLOGICOS.""","""TECNICO""","""PRESENCIAL""",20,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9211,"""CENTRO DE GESTION INDUSTRIAL""",12903497,"""24/01/2024""","""20/02/2024""","""22810744""",3,"""MANEJO DE HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL""","""CURSO ESPECIAL""","""VIRTUAL""",80,72,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12703018,"""16/02/2023""","""16/12/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",23,0,202402
41,"""REGIONAL HUILA""",9527,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12914542,"""22/02/2024""","""30/11/2025""","""635503""",103,"""COCINA.""","""TECNICO""","""PRESENCIAL""",30,0,202402
63,"""REGIONAL QUINDIO""",9120,"""CENTRO AGROINDUSTRIAL""",12926947,"""26/02/2024""","""28/03/2024""","""12210546""",1,"""PLANEACION PARA PROCESOS ADMINISTRATIVOS.""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
