CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO
25,"""REGIONAL CUNDINAMARCA""",9512,"""CENTRO DE BIOTECNOLOGIA AGROPECUARIA""",12671655,"""23/01/2023""","""22/04/2024""","""832202""",2,"""INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES""","""TECNICO""","""PRESENCIAL""",7,0,202402
5,"""REGIONAL ANTIOQUIA""",9502,"""COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL""",12721275,"""27/03/2023""","""26/06/2025""","""513601""",3,"""ANIMACION DIGITAL""","""TECNOLOGO""","""VIRTUAL""",27,0,202402
5,"""REGIONAL ANTIOQUIA""",9503,"""CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION""",12714715,"""06/03/2023""","""05/03/2025""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
68,"""REGIONAL SANTANDER""",9541,"""CENTRO AGROTURISTICO""",12706254,"""20/02/2023""","""13/12/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",25,0,202402
5,"""REGIONAL ANTIOQUIA""",9501,"""COMPLEJO TECNOLOGICO PARA LA GESTION AGROEMPRESARIAL""",12924493,"""12/02/2024""","""15/04/2024""","""13410017""",1,"""COMPORTAMIENTO EMPRENDEDOR""","""CURSO ESPECIAL""","""PRESENCIAL""",15,0,202402
50,"""REGIONAL META""",9532,"""CENTRO DE INDUSTRIA Y SERVICIOS DEL META""",12700322,"""20/02/2023""","""30/11/2024""","""135326""",1,"""BILINGUAL EXPERT ON BUSINESS PROCESS OUTSOURCING""","""TECNICO""","""PRESENCIAL""",33,0,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12913873,"""19/02/2024""","""29/11/2024""","""73311545""",1,"""EMPRENDEDOR EN PRODUCCION Y COMERCIALIZACION DE PLANTAS EN VIVERO""","""CURSO ESPECIAL""","""PRESENCIAL""",26,0,202402
15,"""REGIONAL BOYACA""",9514,"""CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA""",12693890,"""06/02/2023""","""13/12/2024""","""225208""",1,"""DIBUJO ARQUITECTONICO""","""TECNICO""","""PRESENCIAL""",18,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12770784,"""10/07/2023""","""09/10/2025""","""123101""",1,"""GESTION CONTABLE Y DE INFORMACION FINANCIERA""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
19,"""REGIONAL CAUCA""",9221,"""CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL""",12721672,"""27/03/2023""","""26/06/2025""","""124100""",1,"""DESARROLLO PUBLICITARIO""","""TECNOLOGO""","""VIRTUAL""",28,0,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12910892,"""10/02/2024""","""21/02/2024""","""96151529""",2,"""HIGIENE Y MANIPULACION DE ALIMENTOS.""","""CURSO ESPECIAL""","""PRESENCIAL""",25,1,202402
5,"""REGIONAL ANTIOQUIA""",9504,"""COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO""",12775402,"""10/07/2023""","""09/10/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",25,1,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12915378,"""19/02/2024""","""23/11/2024""","""73340239""",3,"""PRODUCCION AGROPECUARIA ECOLOGICA PARA LA SOBERANIA ALIMENTARIA""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
20,"""REGIONAL CESAR""",9520,"""CENTRO AGROEMPRESARIAL""",12726495,"""15/03/2023""","""13/12/2024""","""233102""",1,"""INSTALACION DE REDES DE COMPUTADORES .""","""TECNICO""","""PRESENCIAL""",14,0,202402
27,"""REGIONAL CHOCO""",9522,"""CENTRO DE RECURSOS NATURALES, INDUSTRIA Y BIODIVERSIDAD""",12729582,"""15/03/2023""","""15/11/2024""","""233105""",1,"""MANTENIMIENTO DE EQUIPOS DE COMPUTO.""","""TECNICO""","""PRESENCIAL""",25,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9303,"""CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION""",12925727,"""23/02/2024""","""09/03/2024""","""84920094""",1,"""DISTRIBUCION DE MERCANCIAS EN LA ULTIMA MILLA""","""CURSO ESPECIAL""","""PRESENCIAL""",40,0,202402
5,"""REGIONAL ANTIOQUIA""",9503,"""CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION""",12893227,"""25/11/2023""","""24/11/2025""","""223309""",100,"""AUTOMATIZACION INDUSTRIAL""","""TECNOLOGO""","""PRESENCIAL""",19,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12701811,"""11/03/2023""","""30/11/2024""","""233102""",1,"""INSTALACION DE REDES DE COMPUTADORES .""","""TECNICO""","""PRESENCIAL""",21,0,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12914440,"""15/02/2024""","""29/04/2024""","""73320122""",1,"""MULTISECTORIAL GANADERIA Y ESPECIES MENORES.""","""CURSO ESPECIAL""","""PRESENCIAL""",25,0,202402
47,"""REGIONAL MAGDALENA""",9118,"""CENTRO ACUICOLA Y AGROINDUSTRIAL DE GAIRA""",12918908,"""19/02/2024""","""27/03/2024""","""73410014""",1,"""CULTIVO DE PECES EN ESTANQUES""","""CURSO ESPECIAL""","""PRESENCIAL""",16,0,202402
5,"""REGIONAL ANTIOQUIA""",9202,"""CENTRO DE FORMACION EN DISEÑO, CONFECCION Y MODA.""",12905744,"""09/02/2024""","""06/04/2024""","""23310012""",1,"""DESARROLLO DE HABILIDADES DIGITALES PARA LA COMUNICACION Y COLABORACION EN LINEA""","""CURSO ESPECIAL""","""PRESENCIAL""",20,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9403,"""CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD""",12908558,"""07/02/2024""","""14/02/2024""","""63720047""",1,"""PRIMEROS AUXILIOS CON ENFASIS EN PRIMERA INFANCIA.""","""CURSO ESPECIAL""","""PRESENCIAL""",30,5,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12620815,"""06/10/2022""","""05/10/2024""","""621201""",102,"""GESTION EMPRESARIAL""","""TECNOLOGO""","""PRESENCIAL""",20,0,202402
44,"""REGIONAL GUAJIRA""",9222,"""CENTRO INDUSTRIAL Y DE ENERGIAS ALTERNATIVAS""",12824813,"""02/10/2023""","""31/12/2025""","""821620""",1,"""GESTION DEL MANTENIMIENTO DE AUTOMOTORES.""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
63,"""REGIONAL QUINDIO""",9538,"""CENTRO DE COMERCIO Y TURISMO""",12758367,"""15/05/2023""","""14/08/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",48,0,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12923456,"""26/02/2024""","""15/03/2024""","""12110081""",1,"""LIDERAZGO EFECTIVO""","""CURSO ESPECIAL""","""PRESENCIAL""",20,0,202402
76,"""REGIONAL VALLE""",9228,"""CENTRO DE LA CONSTRUCCION""",12719329,"""06/03/2023""","""16/12/2024""","""939203""",1,"""EBANISTERIA.""","""TECNICO""","""PRESENCIAL""",19,0,202402
47,"""REGIONAL MAGDALENA""",9118,"""CENTRO ACUICOLA Y AGROINDUSTRIAL DE GAIRA""",12918895,"""19/02/2024""","""23/02/2024""","""63110169""",1,"""EMPRENDIMIENTO DEPORTIVO""","""CURSO ESPECIAL""","""PRESENCIAL""",30,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12928315,"""27/02/2024""","""29/03/2024""","""51240089""",1,"""ENGLISH DOES WORK - LEVEL 3""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
47,"""REGIONAL MAGDALENA""",9529,"""CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA""",12910693,"""09/02/2024""","""14/03/2024""","""33130161""",1,"""SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
23,"""REGIONAL CORDOBA""",9115,"""CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR""",12770142,"""10/07/2023""","""09/07/2024""","""631117""",1,"""COMERCIALIZACION DE PRODUCTOS MASIVOS""","""TECNICO""","""PRESENCIAL""",25,0,202402
15,"""REGIONAL BOYACA""",9305,"""CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL""",12876533,"""22/01/2024""","""21/04/2025""","""134400""",2,"""ASISTENCIA EN ORGANIZACION DE ARCHIVOS .""","""TECNICO""","""PRESENCIAL""",20,0,202402
76,"""REGIONAL VALLE""",9311,"""CENTRO DE GESTION TECNOLOGICA DE SERVICIOS""",12709009,"""20/02/2023""","""30/11/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",21,0,202402
5,"""REGIONAL ANTIOQUIA""",9502,"""COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL""",12646848,"""25/10/2022""","""24/01/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",24,0,202402
27,"""REGIONAL CHOCO""",9522,"""CENTRO DE RECURSOS NATURALES, INDUSTRIA Y BIODIVERSIDAD""",12720381,"""07/03/2023""","""15/11/2024""","""233105""",1,"""MANTENIMIENTO DE EQUIPOS DE COMPUTO.""","""TECNICO""","""PRESENCIAL""",25,0,202402
41,"""REGIONAL HUILA""",9527,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12874625,"""22/01/2024""","""21/04/2025""","""524704""",1,"""INTEGRACION DE CONTENIDOS DIGITALES.""","""TECNICO""","""PRESENCIAL""",30,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12450598,"""24/01/2022""","""23/01/2024""","""223309""",100,"""AUTOMATIZACION INDUSTRIAL""","""TECNOLOGO""","""PRESENCIAL""",23,1,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12717470,"""21/02/2023""","""16/12/2024""","""524500""",3,"""PATRONAJE INDUSTRIAL DE PRENDAS DE VESTIR""","""TECNICO""","""PRESENCIAL""",21,0,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12917772,"""19/02/2024""","""01/03/2024""","""13410017""",1,"""COMPORTAMIENTO EMPRENDEDOR""","""CURSO ESPECIAL""","""PRESENCIAL""",24,0,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12736242,"""24/03/2023""","""13/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",24,1,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12733125,"""23/03/2023""","""13/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",25,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12823817,"""02/10/2023""","""31/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",25,0,202402
19,"""REGIONAL CAUCA""",9307,"""CENTRO DE COMERCIO Y SERVICIOS""",12774357,"""10/07/2023""","""09/01/2025""","""134507""",2,"""APOYO ADMINISTRATIVO EN SALUD.""","""TECNICO""","""PRESENCIAL""",28,0,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12834616,"""11/09/2023""","""10/12/2025""","""522309""",1,"""DESARROLLO DE MEDIOS GRAFICOS VISUALES""","""TECNOLOGO""","""VIRTUAL""",44,1,202402
52,"""REGIONAL NARIÑO""",9535,"""CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA""",12710126,"""17/04/2023""","""16/07/2024""","""635301""",1,"""SERVICIO DE RESTAURANTE Y BAR""","""TECNICO""","""PRESENCIAL""",29,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12879914,"""20/11/2023""","""19/02/2026""","""821207""",1,"""GESTION EFICIENTE DE LA ENERGIA""","""TECNOLOGO""","""VIRTUAL""",46,5,202402
25,"""REGIONAL CUNDINAMARCA""",9513,"""CENTRO DE DESARROLLO AGROEMPRESARIAL""",12669290,"""23/01/2023""","""22/01/2025""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",21,0,202402
41,"""REGIONAL HUILA""",9527,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12557329,"""18/07/2022""","""17/07/2024""","""223201""",100,"""MANTENIMIENTO ELECTROMECANICO INDUSTRIAL""","""TECNOLOGO""","""PRESENCIAL""",49,0,202402
47,"""REGIONAL MAGDALENA""",9529,"""CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA""",12698485,"""08/02/2023""","""16/12/2024""","""133100""",2,"""CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.""","""TECNICO""","""PRESENCIAL""",31,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12626986,"""05/09/2022""","""04/12/2024""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",18,0,202402
25,"""REGIONAL CUNDINAMARCA""",9510,"""CENTRO AGROECOLOGICO Y EMPRESARIAL""",12708978,"""24/02/2023""","""20/12/2024""","""733193""",1,"""SISTEMAS AGROPECUARIOS ECOLOGICOS.""","""TECNICO""","""PRESENCIAL""",19,0,202402
73,"""REGIONAL TOLIMA""",9226,"""CENTRO DE INDUSTRIA Y CONSTRUCCION""",12846521,"""07/11/2023""","""06/02/2026""","""821222""",4,"""ELECTRICIDAD INDUSTRIAL""","""TECNOLOGO""","""PRESENCIAL""",23,0,202402
76,"""REGIONAL VALLE""",9228,"""CENTRO DE LA CONSTRUCCION""",12670535,"""08/11/2022""","""07/02/2025""","""223104""",1,"""CONSTRUCCION EN EDIFICACIONES.""","""TECNOLOGO""","""PRESENCIAL""",23,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9537,"""CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS""",12712583,"""21/03/2023""","""06/12/2024""","""134600""",1,"""OPERACIONES DE COMERCIO EXTERIOR""","""TECNICO""","""PRESENCIAL""",40,0,202402
20,"""REGIONAL CESAR""",9114,"""CENTRO BIOTECNOLOGICO DEL CARIBE""",12712406,"""11/03/2023""","""02/12/2024""","""936193""",1,"""PROCESAMIENTO DE DERIVADOS LACTEOS.""","""TECNICO""","""PRESENCIAL""",31,2,202402
68,"""REGIONAL SANTANDER""",9540,"""CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO""",12717273,"""28/03/2023""","""30/11/2024""","""633100""",1,"""OPERACION TURISTICA LOCAL""","""TECNICO""","""PRESENCIAL""",22,0,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12725834,"""17/03/2023""","""13/12/2024""","""134600""",1,"""OPERACIONES DE COMERCIO EXTERIOR""","""TECNICO""","""PRESENCIAL""",27,0,202402
50,"""REGIONAL META""",9532,"""CENTRO DE INDUSTRIA Y SERVICIOS DEL META""",12917643,"""17/02/2024""","""26/02/2024""","""83610245""",1,"""LOCALIZACION Y REPLANTEO DE TERRENOS PARA LA CONSTRUCCION""","""CURSO ESPECIAL""","""PRESENCIAL""",23,0,202402
44,"""REGIONAL GUAJIRA""",9524,"""CENTRO AGROEMPRESARIAL Y ACUICOLA""",12775261,"""10/07/2023""","""09/10/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",25,0,202402
17,"""REGIONAL CALDAS""",9219,"""CENTRO DE AUTOMATIZACION INDUSTRIAL""",12912112,"""12/02/2024""","""14/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12834355,"""11/09/2023""","""10/12/2024""","""631101""",2,"""ASESORIA COMERCIAL""","""TECNICO""","""VIRTUAL""",44,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12921149,"""21/02/2024""","""19/03/2024""","""51130033""",1,"""ADMINISTRACION DOCUMENTAL EN EL ENTORNO LABORAL""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
11,"""REGIONAL DISTRITO CAPITAL""",9211,"""CENTRO DE GESTION INDUSTRIAL""",12825371,"""02/10/2023""","""01/10/2025""","""226245""",1,"""GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO""","""TECNOLOGO""","""PRESENCIAL""",29,4,202402
19,"""REGIONAL CAUCA""",9113,"""CENTRO AGROPECUARIO""",12909041,"""08/02/2024""","""06/03/2024""","""33130170""",1,"""ACCIONES DE PREVENCION EN SALUD MENTAL""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
5,"""REGIONAL ANTIOQUIA""",9205,"""CENTRO TECNOLOGICO DEL MOBILIARIO""",12926042,"""28/02/2024""","""16/12/2025""","""233104""",2,"""PROGRAMACION DE SOFTWARE .""","""TECNICO""","""PRESENCIAL""",37,0,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12706052,"""11/03/2023""","""30/11/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",30,0,202402
25,"""REGIONAL CUNDINAMARCA""",9512,"""CENTRO DE BIOTECNOLOGIA AGROPECUARIA""",12671383,"""23/01/2023""","""22/04/2024""","""134101""",2,"""ASISTENCIA ADMINISTRATIVA .""","""TECNICO""","""PRESENCIAL""",8,0,202402
5,"""REGIONAL ANTIOQUIA""",9127,"""CENTRO DE FORMACION MINERO AMBIENTAL""",12468129,"""13/12/2021""","""12/03/2024""","""225311""",1,"""LEVANTAMIENTOS TOPOGRAFICOS Y GEORREFERENCIACION""","""TECNOLOGO""","""PRESENCIAL""",28,0,202402
27,"""REGIONAL CHOCO""",9522,"""CENTRO DE RECURSOS NATURALES, INDUSTRIA Y BIODIVERSIDAD""",12925240,"""24/02/2024""","""28/02/2024""","""22220133""",1,"""ELABORACION DE PRODUCTOS UTILIZANDO LA BIODIVERSIDAD VEGETAL""","""CURSO ESPECIAL""","""PRESENCIAL""",30,0,202402
20,"""REGIONAL CESAR""",9520,"""CENTRO AGROEMPRESARIAL""",12617569,"""06/10/2022""","""05/10/2024""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",28,0,202402
17,"""REGIONAL CALDAS""",9515,"""CENTRO PECUARIO Y AGROEMPRESARIAL""",12724836,"""09/03/2023""","""16/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",12,0,202402
63,"""REGIONAL QUINDIO""",9538,"""CENTRO DE COMERCIO Y TURISMO""",12715012,"""22/02/2023""","""16/12/2024""","""633409""",1,"""SERVICIOS DE ALOJAMIENTO""","""TECNICO""","""PRESENCIAL""",34,0,202402
88,"""REGIONAL SAN ANDRES""",9539,"""CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS""",12928134,"""27/02/2024""","""29/03/2024""","""51240088""",1,"""ENGLISH DOES WORK - LEVEL 2""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
85,"""REGIONAL CASANARE""",9519,"""CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE""",12876535,"""22/01/2024""","""21/04/2025""","""133303""",1,"""SERVICIOS COMERCIALES Y FINANCIEROS""","""TECNICO""","""PRESENCIAL""",22,2,202402
68,"""REGIONAL SANTANDER""",9546,"""CENTRO DE GESTION AGROEMPRESARIAL DEL ORIENTE""",12617775,"""06/10/2022""","""05/10/2024""","""226245""",1,"""GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO""","""TECNOLOGO""","""PRESENCIAL""",21,0,202402
25,"""REGIONAL CUNDINAMARCA""",9511,"""CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL""",12906540,"""05/02/2024""","""01/03/2024""","""13410029""",2,"""ADMINISTRACION DE RECURSOS HUMANOS""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
11,"""REGIONAL DISTRITO CAPITAL""",9210,"""CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES""",12876290,"""22/01/2024""","""21/04/2025""","""224501""",1,"""IMPLEMENTACION Y MANTENIMIENTO DE SISTEMAS DE INTERNET DE LAS COSAS""","""TECNICO""","""PRESENCIAL""",23,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12713348,"""17/04/2023""","""15/09/2024""","""733403""",1,"""MAYORDOMIA DE LA EMPRESA GANADERA SOSTENIBLE""","""TECNICO""","""PRESENCIAL""",14,0,202402
25,"""REGIONAL CUNDINAMARCA""",9510,"""CENTRO AGROECOLOGICO Y EMPRESARIAL""",12843837,"""25/09/2023""","""24/04/2024""","""733308""",1,"""CULTIVO DE FLORES, FOLLAJES Y ORNAMENTALES.""","""AUXILIAR""","""PRESENCIAL""",23,0,202402
99,"""REGIONAL VICHADA""",9531,"""CENTRO DE PRODUCCION Y TRANSFORMACION AGROINDUSTRIAL DE LA ORINOQUIA""",12914613,"""16/02/2024""","""28/02/2024""","""03000164""",2,"""REDUCCION DE EMISIONES DE GASES EFECTO INVERNADERO CAUSADAS POR LA DEFORESTACION Y DEGRADACION DE BOSQUES""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
73,"""REGIONAL TOLIMA""",9123,"""CENTRO AGROPECUARIO LA GRANJA""",12909641,"""09/02/2024""","""13/03/2024""","""08130001""",1,"""APROPIACION DE REQUERIMIENTOS LOGISTICOS EN EL E-COMMERCE.""","""CURSO ESPECIAL""","""VIRTUAL""",80,3,202402
11,"""REGIONAL DISTRITO CAPITAL""",9404,"""CENTRO DE GESTION ADMINISTRATIVA""",12501472,"""18/04/2022""","""17/04/2024""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",22,0,202402
17,"""REGIONAL CALDAS""",9220,"""CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCION""",12929522,"""15/02/2024""","""09/04/2024""","""83810368""",1,"""MANTENIMIENTO DEL SISTEMA DE INYECCION DE GASOLINA""","""CURSO ESPECIAL""","""PRESENCIAL""",19,0,202402
13,"""REGIONAL BOLIVAR""",9304,"""CENTRO DE COMERCIO Y SERVICIOS""",12826898,"""02/10/2023""","""31/12/2025""","""228183""",2,"""GESTION DE REDES DE DATOS""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9210,"""CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES""",12705301,"""01/03/2023""","""16/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",40,0,202402
76,"""REGIONAL VALLE""",9228,"""CENTRO DE LA CONSTRUCCION""",12923888,"""15/02/2024""","""26/02/2024""","""22620489""",1,"""TRABAJADOR AUTORIZADO PARA TRABAJO EN ALTURAS""","""CURSO ESPECIAL""","""PRESENCIAL""",13,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12771371,"""10/07/2023""","""09/07/2024""","""841102""",2,"""CARPINTERIA DE ALUMINIO""","""TECNICO""","""PRESENCIAL""",22,0,202402
23,"""REGIONAL CORDOBA""",9523,"""CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA""",12905495,"""02/02/2024""","""15/02/2024""","""93530215""",1,"""ELABORACION DE BOLSOS EN CUERO CON TECNICA DE PATCHWORK""","""CURSO ESPECIAL""","""PRESENCIAL""",25,0,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12917933,"""20/02/2024""","""30/04/2024""","""13530025""",2,"""SERVICIO AL CLIENTE""","""CURSO ESPECIAL""","""PRESENCIAL""",18,0,202402
15,"""REGIONAL BOYACA""",9111,"""CENTRO MINERO""",12669785,"""23/01/2023""","""22/01/2025""","""226245""",1,"""GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12694367,"""23/01/2023""","""16/06/2024""","""123101""",1,"""GESTION CONTABLE Y DE INFORMACION FINANCIERA""","""TECNOLOGO""","""PRESENCIAL""",22,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9211,"""CENTRO DE GESTION INDUSTRIAL""",12758270,"""15/05/2023""","""14/08/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",18,1,202402
11,"""REGIONAL DISTRITO CAPITAL""",9217,"""CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA""",12904529,"""05/02/2024""","""19/02/2024""","""52410142""",1,"""PRODUCCCION DE MODELADO 3D EN AUTODESK MAYA BASICO""","""CURSO ESPECIAL""","""PRESENCIAL""",21,8,202402
13,"""REGIONAL BOLIVAR""",9218,"""CENTRO PARA LA INDUSTRIA PETROQUIMICA""",12744718,"""05/04/2023""","""16/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",26,0,202402
66,"""REGIONAL RISARALDA""",9308,"""CENTRO DE COMERCIO Y SERVICIOS""",2303767,"""26/02/2024""","""27/02/2024""","""1122104430""",1,"""MODERAR LA IDEA DE NEGOCIO HACIENDO USO DE LAS METODOLOGIAS AGILES""","""EVENTO""","""PRESENCIAL""",127,0,202402
