CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO,tasa_desercion,duracion_dias,duracion_meses,mes_inicio,año_inicio,tiene_desercion
70,REGIONAL SUCRE,9542,"CENTRO DE LA INNOVACION, LA TECNOLOGIA Y LOS SERVICIOS",12912759,2024-02-13,2024-03-15,22810039,1,DISEÑO DE SOLUCIONES DE INTERNET DE LAS COSAS,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,31,1,2,2024,TRUE
66,REGIONAL RISARALDA,9308,CENTRO DE COMERCIO Y SERVICIOS,12910234,2024-02-09,2024-03-13,62360004,1,MARKETING DIGITAL,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,33,1.1,2,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9209,CENTRO DE TECNOLOGIAS PARA LA CONSTRUCCION Y LA MADERA,12906158,2024-02-05,2024-03-01,22310153,1,"COSTOS Y PRESUPUESTOS PARA EDIFICACIONES III: ADMINISTRACION, IMPREVISTOS Y UTILIDADES",CURSO ESPECIAL,VIRTUAL,80,12,202402,0.15,25,0.8,2,2024,TRUE
44,REGIONAL GUAJIRA,9524,CENTRO AGROEMPRESARIAL Y ACUICOLA,12911503,2024-02-15,2024-03-07,96151461,2,HIGIENE Y MANIPULACION DE ALIMENTOS.,CURSO ESPECIAL,PRESENCIAL,34,0,202402,0,21,0.7,2,2024,FALSE
54,REGIONAL NORTE DE SANTANDER,9537,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12774174,2023-07-10,2024-10-09,233104,2,PROGRAMACION DE SOFTWARE .,TECNICO,PRESENCIAL,27,0,202402,0,457,15,7,2023,FALSE
68,REGIONAL SANTANDER,9541,CENTRO AGROTURISTICO,12615338,2022-10-06,2025-01-05,513101,3,PRODUCCION DE MEDIOS AUDIOVISUALES DIGITALES,TECNOLOGO,PRESENCIAL,13,0,202402,0,822,27,10,2022,FALSE
68,REGIONAL SANTANDER,9309,CENTRO DE SERVICIOS EMPRESARIALES Y TURISTICOS,12824839,2023-10-02,2025-03-31,331120,3,ENFERMERIA.,TECNICO,PRESENCIAL,29,0,202402,0,546,18,10,2023,FALSE
25,REGIONAL CUNDINAMARCA,9513,CENTRO DE DESARROLLO AGROEMPRESARIAL,12502733,2022-04-18,2024-04-17,228101,102,PRODUCCION DE MULTIMEDIA,TECNOLOGO,PRESENCIAL,29,0,202402,0,730,24,4,2022,FALSE
11,REGIONAL DISTRITO CAPITAL,9212,CENTRO DE MANUFACTURA EN TEXTILES Y CUERO,12782775,2023-06-05,2024-09-04,524500,3,PATRONAJE INDUSTRIAL DE PRENDAS DE VESTIR,TECNICO,PRESENCIAL,28,2,202402,0.07142857142857142,457,15,6,2023,TRUE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12694147,2023-02-01,2024-12-13,233104,2,PROGRAMACION DE SOFTWARE .,TECNICO,PRESENCIAL,32,0,202402,0,681,22.4,2,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9405,CENTRO DE SERVICIOS FINANCIEROS,12504002,2022-04-18,2024-07-17,123101,1,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,PRESENCIAL,15,0,202402,0,821,27,4,2022,FALSE
8,REGIONAL ATLANTICO,9302,CENTRO DE COMERCIO Y SERVICIOS,12710798,2023-04-17,2025-04-16,121202,101,GESTION BANCARIA Y DE ENTIDADES FINANCIERAS,TECNOLOGO,PRESENCIAL,30,0,202402,0,730,24,4,2023,FALSE
25,REGIONAL CUNDINAMARCA,9513,CENTRO DE DESARROLLO AGROEMPRESARIAL,12502052,2022-04-18,2024-07-17,123101,1,GESTION CONTABLE Y DE INFORMACION FINANCIERA,TECNOLOGO,PRESENCIAL,26,0,202402,0,821,27,4,2022,FALSE
17,REGIONAL CALDAS,9515,CENTRO PECUARIO Y AGROEMPRESARIAL,12916452,2024-02-19,2024-04-18,73322049,1,MANEJO TECNICO Y ADMINISTRATIVO DE GRANJAS DE PRODUCCION DE POLLO DE ENGORDE,CURSO ESPECIAL,PRESENCIAL,26,0,202402,0,59,1.9,2,2024,FALSE
66,REGIONAL RISARALDA,9223,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,12560126,2022-07-18,2024-10-17,513601,3,ANIMACION DIGITAL,TECNOLOGO,PRESENCIAL,9,0,202402,0,822,27,7,2022,FALSE
13,REGIONAL BOLIVAR,9104,CENTRO AGROEMPRESARIAL Y MINERO,12892312,2023-12-01,2025-11-30,723179,1,GESTION AGROEMPRESARIAL,TECNOLOGO,VIRTUAL,25,0,202402,0,730,24,12,2023,FALSE
5,REGIONAL ANTIOQUIA,9205,CENTRO TECNOLOGICO DEL MOBILIARIO,12917403,2024-02-20,2024-04-23,52650000,1,ELABORACION DE PRODUCTOS ARTESANALES CON TECNICA DE REPUJADO EN ALUMINIO,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,63,2.1,2,2024,FALSE
5,REGIONAL ANTIOQUIA,9206,CENTRO TEXTIL Y DE GESTION INDUSTRIAL,12921922,2024-02-28,2024-03-27,12310040,1,FORMULACION DE PROYECTOS EN MI PROFESION,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,28,0.9,2,2024,FALSE
68,REGIONAL SANTANDER,9224,CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL,12927248,2024-02-27,2024-03-29,51240091,1,ENGLISH DOES WORK - LEVEL 5,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
47,REGIONAL MAGDALENA,9118,CENTRO ACUICOLA Y AGROINDUSTRIAL DE GAIRA,12715537,2023-03-01,2024-12-16,936101,102,PROCESAMIENTO DE FRUTAS Y HORTALIZAS,TECNICO,PRESENCIAL,27,0,202402,0,656,21.6,3,2023,FALSE
73,REGIONAL TOLIMA,9310,CENTRO DE COMERCIO Y SERVICIOS,12706081,2023-03-11,2024-11-30,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,31,0,202402,0,630,20.7,3,2023,FALSE
13,REGIONAL BOLIVAR,9105,"CENTRO INTERNACIONAL NAUTICO, FLUVIAL Y PORTUARIO",12915314,2024-02-15,2024-02-29,96151461,2,HIGIENE Y MANIPULACION DE ALIMENTOS.,CURSO ESPECIAL,PRESENCIAL,29,0,202402,0,14,0.5,2,2024,FALSE
5,REGIONAL ANTIOQUIA,9204,CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.,12847764,2023-11-07,2025-11-06,122128,1,"GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",TECNOLOGO,PRESENCIAL,26,1,202402,0.038461538461538464,730,24,11,2023,TRUE
86,REGIONAL PUTUMAYO,9518,CENTRO AGROFORESTAL Y ACUICOLA ARAPAIMA,12698317,2023-02-13,2024-12-16,134200,2,RECURSOS HUMANOS .,TECNICO,PRESENCIAL,23,0,202402,0,672,22.1,2,2023,FALSE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12914635,2024-02-17,2024-02-19,62130004,2,MANIPULACION HIGIENICA DE ALIMENTOS.,CURSO ESPECIAL,PRESENCIAL,30,0,202402,0,2,0.1,2,2024,FALSE
66,REGIONAL RISARALDA,9223,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,12703945,2023-02-28,2024-12-16,233104,2,PROGRAMACION DE SOFTWARE .,TECNICO,PRESENCIAL,34,0,202402,0,657,21.6,2,2023,FALSE
52,REGIONAL NARIÑO,9535,CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA,12714361,2023-02-21,2024-11-30,222239,1,CONSERVACION DE RECURSOS NATURALES,TECNICO,PRESENCIAL,23,0,202402,0,648,21.3,2,2023,FALSE
25,REGIONAL CUNDINAMARCA,9510,CENTRO AGROECOLOGICO Y EMPRESARIAL,12713125,2023-04-17,2024-07-16,637200,1,.ATENCION INTEGRAL A LA PRIMERA INFANCIA,TECNICO,PRESENCIAL,10,0,202402,0,456,15,4,2023,FALSE
76,REGIONAL VALLE,9311,CENTRO DE GESTION TECNOLOGICA DE SERVICIOS,12699231,2023-02-20,2024-11-30,631117,1,COMERCIALIZACION DE PRODUCTOS MASIVOS,TECNICO,PRESENCIAL,24,0,202402,0,649,21.3,2,2023,FALSE
76,REGIONAL VALLE,9227,CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI,12836045,2023-09-15,2024-12-16,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,21,0,202402,0,458,15.1,9,2023,FALSE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12726274,2023-03-17,2024-12-13,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,32,0,202402,0,637,21,3,2023,FALSE
5,REGIONAL ANTIOQUIA,9204,CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.,12709072,2023-02-27,2024-12-13,832333,1,MANTENIMIENTO E INSTALACION DE SISTEMAS SOLARES FOTOVOLTAICOS,TECNICO,PRESENCIAL,30,0,202402,0,655,21.5,2,2023,FALSE
8,REGIONAL ATLANTICO,9207,CENTRO NACIONAL COLOMBO ALEMAN,12904747,2024-01-23,2024-04-02,22810749,1,FUNDAMENTOS DE REDES DE DATOS,CURSO ESPECIAL,PRESENCIAL,23,0,202402,0,70,2.3,1,2024,FALSE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,2302069,2024-02-14,2024-02-14,1761300259,1,AGRICULTURA ECOLOGICA,EVENTO,PRESENCIAL,11,0,202402,0,0,0,2,2024,FALSE
68,REGIONAL SANTANDER,9122,CENTRO ATENCION SECTOR AGROPECUARIO,12918501,2024-02-21,2024-03-28,13410017,1,COMPORTAMIENTO EMPRENDEDOR,CURSO ESPECIAL,PRESENCIAL,15,0,202402,0,36,1.2,2,2024,FALSE
15,REGIONAL BOYACA,9111,CENTRO MINERO,12670285,2022-10-31,2024-01-30,731324,1,LABORES SUBTERRANEAS.,TECNICO,PRESENCIAL,27,0,202402,0,456,15,10,2022,FALSE
68,REGIONAL SANTANDER,9546,CENTRO DE GESTION AGROEMPRESARIAL DEL ORIENTE,12721557,2023-03-27,2025-06-26,228118,1,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNOLOGO,VIRTUAL,44,27,202402,0.6136363636363636,822,27,3,2023,TRUE
50,REGIONAL META,9117,CENTRO AGROINDUSTRIAL DEL META,12503819,2022-04-18,2024-07-17,723179,1,GESTION AGROEMPRESARIAL,TECNOLOGO,PRESENCIAL,25,0,202402,0,821,27,4,2022,FALSE
68,REGIONAL SANTANDER,9546,CENTRO DE GESTION AGROEMPRESARIAL DEL ORIENTE,12773265,2023-07-10,2024-10-09,861100,2,CONSTRUCCION DE VIAS.,TECNICO,PRESENCIAL,18,0,202402,0,457,15,7,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9303,"CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION",12895566,2023-12-11,2025-06-30,228101,102,PRODUCCION DE MULTIMEDIA,TECNOLOGO,PRESENCIAL,30,1,202402,0.03333333333333333,567,18.7,12,2023,TRUE
50,REGIONAL META,9117,CENTRO AGROINDUSTRIAL DEL META,12710049,2023-02-25,2024-11-30,921312,100,VIGILANCIA Y CONTROL DE LOS FACTORES DE RIESGO DEL CONSUMO Y DEL AMBIENTE. (SANEAMIENTO),TECNICO,PRESENCIAL,34,0,202402,0,644,21.2,2,2023,FALSE
8,REGIONAL ATLANTICO,9103,CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,12695118,2023-02-01,2024-11-30,632202,1,IMPULSO MULTICANAL DE PRODUCTOS ALIMENTICIOS,TECNICO,PRESENCIAL,36,0,202402,0,668,22,2,2023,FALSE
23,REGIONAL CORDOBA,9115,CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR,12732450,2023-03-21,2024-11-20,733410,101,PRODUCCION AGROPECUARIA,TECNICO,PRESENCIAL,26,0,202402,0,610,20.1,3,2023,FALSE
25,REGIONAL CUNDINAMARCA,9513,CENTRO DE DESARROLLO AGROEMPRESARIAL,12721791,2023-03-27,2024-06-26,632201,1,VENTA DE PRODUCTOS EN LINEA,TECNICO,VIRTUAL,40,0,202402,0,457,15,3,2023,FALSE
63,REGIONAL QUINDIO,9120,CENTRO AGROINDUSTRIAL,12906334,2024-02-05,2024-03-07,13310006,1,CONTABILIDAD: RECONOCIMIENTO DE RECURSOS FINANCIEROS.,CURSO ESPECIAL,VIRTUAL,80,6,202402,0.075,31,1,2,2024,TRUE
13,REGIONAL BOLIVAR,9304,CENTRO DE COMERCIO Y SERVICIOS,12909604,2024-02-08,2024-03-06,33130170,1,ACCIONES DE PREVENCION EN SALUD MENTAL,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,27,0.9,2,2024,FALSE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12693627,2023-01-23,2024-07-22,228101,102,PRODUCCION DE MULTIMEDIA,TECNOLOGO,PRESENCIAL,29,0,202402,0,546,18,1,2023,FALSE
76,REGIONAL VALLE,9125,CENTRO LATINOAMERICANO DE ESPECIES MENORES,12879585,2023-11-20,2026-02-19,723179,1,GESTION AGROEMPRESARIAL,TECNOLOGO,VIRTUAL,37,2,202402,0.05405405405405406,822,27,11,2023,TRUE
5,REGIONAL ANTIOQUIA,9203,CENTRO PARA EL DESARROLLO DEL HABITAT Y LA CONSTRUCCION,12815476,2023-08-02,2024-11-01,836600,1,PINTURA ARQUITECTONICA Y ACABADOS ESPECIALES,TECNICO,PRESENCIAL,23,0,202402,0,457,15,8,2023,FALSE
94,REGIONAL GUAINIA,9547,CENTRO AMBIENTAL Y ECOTURISTICO DEL NORORIENTE AMAZONICO,12616421,2022-10-06,2024-10-05,123102,1,GESTION CONTABLE Y FINANCIERA,TECNOLOGO,PRESENCIAL,25,0,202402,0,730,24,10,2022,FALSE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12826507,2023-10-02,2024-12-31,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,21,0,202402,0,456,15,10,2023,FALSE
73,REGIONAL TOLIMA,9310,CENTRO DE COMERCIO Y SERVICIOS,12824807,2023-10-02,2025-10-01,112005,101,GESTION DEL TALENTO HUMANO,TECNOLOGO,PRESENCIAL,26,0,202402,0,730,24,10,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9213,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,12667868,2023-01-23,2025-01-22,223219,102,MANTENIMIENTO MECATRONICO DE AUTOMOTORES,TECNOLOGO,PRESENCIAL,25,0,202402,0,730,24,1,2023,FALSE
54,REGIONAL NORTE DE SANTANDER,9119,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,12561079,2022-07-18,2024-10-17,513400,1,PRODUCCION DANCISTICA,TECNOLOGO,PRESENCIAL,11,0,202402,0,822,27,7,2022,FALSE
19,REGIONAL CAUCA,9221,CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL,12917511,2024-02-21,2024-03-02,13530036,1,MANEJO BASICO DE HERRAMIENTAS OFIMATICAS I,CURSO ESPECIAL,PRESENCIAL,15,0,202402,0,10,0.3,2,2024,FALSE
76,REGIONAL VALLE,9544,CENTRO DE BIOTECNOLOGIA INDUSTRIAL,12924303,2024-02-26,2024-04-30,13410017,1,COMPORTAMIENTO EMPRENDEDOR,CURSO ESPECIAL,PRESENCIAL,26,0,202402,0,64,2.1,2,2024,FALSE
20,REGIONAL CESAR,9114,CENTRO BIOTECNOLOGICO DEL CARIBE,12714935,2023-03-11,2024-12-02,936193,1,PROCESAMIENTO DE DERIVADOS LACTEOS.,TECNICO,PRESENCIAL,23,0,202402,0,632,20.8,3,2023,FALSE
5,REGIONAL ANTIOQUIA,9502,COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL,12691582,2022-12-12,2025-03-11,228118,1,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNOLOGO,PRESENCIAL,20,0,202402,0,820,27,12,2022,FALSE
11,REGIONAL DISTRITO CAPITAL,9209,CENTRO DE TECNOLOGIAS PARA LA CONSTRUCCION Y LA MADERA,12912143,2024-02-12,2024-02-15,22620489,1,TRABAJADOR AUTORIZADO PARA TRABAJO EN ALTURAS,CURSO ESPECIAL,PRESENCIAL,21,0,202402,0,3,0.1,2,2024,FALSE
76,REGIONAL VALLE,9544,CENTRO DE BIOTECNOLOGIA INDUSTRIAL,12907384,2024-02-06,2024-03-08,13310006,1,CONTABILIDAD: RECONOCIMIENTO DE RECURSOS FINANCIEROS.,CURSO ESPECIAL,VIRTUAL,80,4,202402,0.05,31,1,2,2024,TRUE
70,REGIONAL SUCRE,9542,"CENTRO DE LA INNOVACION, LA TECNOLOGIA Y LOS SERVICIOS",12689495,2023-02-01,2024-12-31,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,32,0,202402,0,699,23,2,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9215,CENTRO DE MATERIALES Y ENSAYOS,12875077,2023-11-20,2026-02-19,228118,1,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNOLOGO,VIRTUAL,31,0,202402,0,822,27,11,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9403,CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD,12912924,2024-02-13,2024-03-15,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,2,202402,0.025,31,1,2,2024,TRUE
44,REGIONAL GUAJIRA,9524,CENTRO AGROEMPRESARIAL Y ACUICOLA,12671681,2023-01-23,2024-04-22,722125,102,SUPERVISION DE ACTIVIDADES BANANERAS,TECNICO,PRESENCIAL,25,0,202402,0,455,15,1,2023,FALSE
20,REGIONAL CESAR,9520,CENTRO AGROEMPRESARIAL,12726228,2023-03-15,2024-12-13,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,26,0,202402,0,639,21,3,2023,FALSE
25,REGIONAL CUNDINAMARCA,9511,CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL,12500353,2022-04-18,2024-04-17,621201,102,GESTION EMPRESARIAL,TECNOLOGO,PRESENCIAL,42,0,202402,0,730,24,4,2022,FALSE
15,REGIONAL BOYACA,9514,CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,12827200,2023-10-02,2025-10-01,223309,100,AUTOMATIZACION INDUSTRIAL,TECNOLOGO,PRESENCIAL,24,2,202402,0.08333333333333333,730,24,10,2023,TRUE
5,REGIONAL ANTIOQUIA,9206,CENTRO TEXTIL Y DE GESTION INDUSTRIAL,12834352,2023-09-11,2024-12-10,631101,2,ASESORIA COMERCIAL,TECNICO,VIRTUAL,24,1,202402,0.041666666666666664,456,15,9,2023,TRUE
5,REGIONAL ANTIOQUIA,9504,"COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO",12912234,2024-02-13,2024-03-07,83230005,1,INSTALAR REDES INTERNAS DE ACUERDO CON EL DISEÑO ELECTRICO,CURSO ESPECIAL,PRESENCIAL,31,0,202402,0,23,0.8,2,2024,FALSE
66,REGIONAL RISARALDA,9308,CENTRO DE COMERCIO Y SERVICIOS,12560247,2022-07-18,2024-07-17,112005,101,GESTION DEL TALENTO HUMANO,TECNOLOGO,PRESENCIAL,20,0,202402,0,730,24,7,2022,FALSE
11,REGIONAL DISTRITO CAPITAL,9303,"CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION",12739209,2023-04-17,2024-04-16,137135,1,ALISTAMIENTO DE CARGAS,AUXILIAR,PRESENCIAL,25,0,202402,0,365,12,4,2023,FALSE
63,REGIONAL QUINDIO,9538,CENTRO DE COMERCIO Y TURISMO,12714976,2023-02-22,2024-12-16,633409,1,SERVICIOS DE ALOJAMIENTO,TECNICO,PRESENCIAL,20,0,202402,0,663,21.8,2,2023,FALSE
23,REGIONAL CORDOBA,9115,CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR,12450523,2022-01-24,2024-04-19,723105,102,GESTION DE EMPRESAS AGROPECUARIAS,TECNOLOGO,PRESENCIAL,24,0,202402,0,816,26.8,1,2022,FALSE
76,REGIONAL VALLE,9227,CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI,12701583,2023-03-01,2024-11-30,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,29,0,202402,0,640,21.1,3,2023,FALSE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12879858,2023-11-20,2026-02-19,121523,2,COORDINACION DE PROCESOS LOGISTICOS,TECNOLOGO,VIRTUAL,40,0,202402,0,822,27,11,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9212,CENTRO DE MANUFACTURA EN TEXTILES Y CUERO,12910857,2024-02-09,2024-03-07,12310065,1,OPORTUNIDADES DE NEGOCIO,CURSO ESPECIAL,VIRTUAL,80,5,202402,0.0625,27,0.9,2,2024,TRUE
13,REGIONAL BOLIVAR,9304,CENTRO DE COMERCIO Y SERVICIOS,12909633,2024-02-12,2024-03-16,96150340,1,PREPARACION DE ALIMENTOS,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,33,1.1,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9508,CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA,12552379,2022-05-04,2024-05-03,525203,100,ENTRENAMIENTO DEPORTIVO,TECNOLOGO,PRESENCIAL,19,0,202402,0,730,24,5,2022,FALSE
5,REGIONAL ANTIOQUIA,9402,CENTRO DE SERVICIOS Y GESTION EMPRESARIAL,12924878,2024-02-26,2024-03-28,51240090,1,ENGLISH DOES WORK - LEVEL 4,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
15,REGIONAL BOYACA,9305,CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,12453823,2022-01-24,2024-01-23,112005,101,GESTION DEL TALENTO HUMANO,TECNOLOGO,PRESENCIAL,22,0,202402,0,729,24,1,2022,FALSE
76,REGIONAL VALLE,9228,CENTRO DE LA CONSTRUCCION,12925301,2024-02-15,2024-04-25,83610017,1,ARMADO DE ENCOFRADOS PARA ESTRUCTURAS EN CONCRETO,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,70,2.3,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9406,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",12915350,2024-02-12,2024-02-28,13530025,2,SERVICIO AL CLIENTE,CURSO ESPECIAL,PRESENCIAL,29,0,202402,0,16,0.5,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9213,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,12713555,2023-04-17,2025-04-16,223219,102,MANTENIMIENTO MECATRONICO DE AUTOMOTORES,TECNOLOGO,PRESENCIAL,25,0,202402,0,730,24,4,2023,FALSE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12929201,2024-02-12,2024-03-08,41311389,1,LIGAMENTOS ESPECIALES EN TEJIDOS ARTESANALES,CURSO ESPECIAL,PRESENCIAL,34,0,202402,0,25,0.8,2,2024,FALSE
13,REGIONAL BOLIVAR,9218,CENTRO PARA LA INDUSTRIA PETROQUIMICA,12740848,2023-03-30,2024-12-16,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,30,0,202402,0,627,20.6,3,2023,FALSE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12929251,2024-02-27,2024-03-29,52450458,1,PATRONAJE Y CONFECCION DE FALDA.,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9405,CENTRO DE SERVICIOS FINANCIEROS,12702368,2023-02-15,2024-12-16,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,30,0,202402,0,670,22,2,2023,FALSE
63,REGIONAL QUINDIO,9538,CENTRO DE COMERCIO Y TURISMO,12560321,2022-07-18,2024-10-17,228118,1,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNOLOGO,PRESENCIAL,39,1,202402,0.02564102564102564,822,27,7,2022,TRUE
19,REGIONAL CAUCA,9307,CENTRO DE COMERCIO Y SERVICIOS,12824202,2023-10-02,2025-10-01,621201,102,GESTION EMPRESARIAL,TECNOLOGO,PRESENCIAL,25,0,202402,0,730,24,10,2023,FALSE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12910255,2024-02-09,2024-03-07,13330034,1,ANALISIS DEL SISTEMA DE ADMINISTRACION DEL RIESGO Y LAVADO DE ACTIVOS Y FINANCIACION DEL TERRORISMO - SARLAFT,CURSO ESPECIAL,VIRTUAL,80,2,202402,0.025,27,0.9,2,2024,TRUE
52,REGIONAL NARIÑO,9536,CENTRO INTERNACIONAL DE PRODUCCION LIMPIA - LOPE,12917501,2024-02-21,2024-03-13,13410017,1,COMPORTAMIENTO EMPRENDEDOR,CURSO ESPECIAL,PRESENCIAL,23,0,202402,0,21,0.7,2,2024,FALSE
20,REGIONAL CESAR,9520,CENTRO AGROEMPRESARIAL,12720121,2023-03-10,2024-12-13,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,16,0,202402,0,644,21.2,3,2023,FALSE
25,REGIONAL CUNDINAMARCA,9513,CENTRO DE DESARROLLO AGROEMPRESARIAL,12735667,2023-03-22,2024-11-30,936181,1,PROCESAMIENTO DE LACTEOS,TECNICO,PRESENCIAL,21,0,202402,0,619,20.4,3,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9403,CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD,12504602,2022-04-18,2024-07-17,121104,1,GESTION ADMINISTRATIVA DEL SECTOR SALUD.,TECNOLOGO,PRESENCIAL,26,0,202402,0,821,27,4,2022,FALSE
8,REGIONAL ATLANTICO,9207,CENTRO NACIONAL COLOMBO ALEMAN,12672227,2023-01-23,2024-01-22,841102,2,CARPINTERIA DE ALUMINIO,TECNICO,PRESENCIAL,19,1,202402,0.05263157894736842,364,12,1,2023,TRUE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12898381,2023-12-04,2026-03-03,722148,1,GESTION DE LA PRODUCCION AGRICOLA,TECNOLOGO,PRESENCIAL,28,1,202402,0.03571428571428571,820,27,12,2023,TRUE
