CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO,tasa_desercion,duracion_dias,duracion_meses,mes_inicio,año_inicio,tiene_desercion
54,REGIONAL NORTE DE SANTANDER,9537,"CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS",12712900,2023-03-21,2024-12-06,134200,2,RECURSOS HUMANOS .,TECNICO,PRESENCIAL,41,0,202402,0,626,20.6,3,2023,FALSE
25,REGIONAL CUNDINAMARCA,9513,CENTRO DE DESARROLLO AGROEMPRESARIAL,12734511,2023-03-21,2024-11-30,941106,1,MECANIZADO EN TORNO Y FRESADORA CONVENCIONAL,TECNICO,PRESENCIAL,38,0,202402,0,620,20.4,3,2023,FALSE
73,REGIONAL TOLIMA,9310,CENTRO DE COMERCIO Y SERVICIOS,12909216,2024-02-08,2024-03-06,11220130,2,CATEDRA VIRTUAL DE PENSAMIENTO EMPRESARIAL -MODULO I: MENTALIDAD EMPRESARIAL,CURSO ESPECIAL,VIRTUAL,80,4,202402,0.05,27,0.9,2,2024,TRUE
66,REGIONAL RISARALDA,9223,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,12798577,2023-07-17,2024-10-17,838318,1,MANTENIMIENTO DE MOTOCICLETAS Y MOTOCARROS.,TECNICO,PRESENCIAL,25,0,202402,0,458,15.1,7,2023,FALSE
66,REGIONAL RISARALDA,9308,CENTRO DE COMERCIO Y SERVICIOS,12758188,2023-05-15,2025-08-14,522309,1,DESARROLLO DE MEDIOS GRAFICOS VISUALES,TECNOLOGO,VIRTUAL,29,0,202402,0,822,27,5,2023,FALSE
66,REGIONAL RISARALDA,9223,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,12918004,2024-02-17,2024-03-04,11210054,1,HABILIDADES PARA CREAR REDES Y ALIANZAS DE VALOR EN EL ENTORNO LABORAL,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,16,0.5,2,2024,FALSE
5,REGIONAL ANTIOQUIA,9502,COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL,12675914,2022-11-21,2025-02-20,124100,1,DESARROLLO PUBLICITARIO,TECNOLOGO,VIRTUAL,18,0,202402,0,822,27,11,2022,FALSE
68,REGIONAL SANTANDER,9225,CENTRO INDUSTRIAL DEL DISEÑO Y LA MANUFACTURA,12905820,2024-02-12,2025-12-11,233104,2,PROGRAMACION DE SOFTWARE .,TECNICO,PRESENCIAL,33,0,202402,0,668,22,2,2024,FALSE
15,REGIONAL BOYACA,9514,CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,12694031,2023-02-06,2024-12-13,225208,1,DIBUJO ARQUITECTONICO,TECNICO,PRESENCIAL,38,0,202402,0,676,22.2,2,2023,FALSE
5,REGIONAL ANTIOQUIA,9101,CENTRO DE LOS RECURSOS NATURALES RENOVABLES - LA SALADA,12765026,2023-05-15,2024-08-15,733292,1,PRODUCCION EQUINA.,TECNICO,PRESENCIAL,30,0,202402,0,458,15.1,5,2023,FALSE
20,REGIONAL CESAR,9520,CENTRO AGROEMPRESARIAL,12827193,2023-10-02,2025-10-01,723105,102,GESTION DE EMPRESAS AGROPECUARIAS,TECNOLOGO,PRESENCIAL,34,0,202402,0,730,24,10,2023,FALSE
8,REGIONAL ATLANTICO,9302,CENTRO DE COMERCIO Y SERVICIOS,12928263,2024-02-27,2024-03-29,51240089,1,ENGLISH DOES WORK - LEVEL 3,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
76,REGIONAL VALLE,9227,CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI,12451862,2022-01-24,2024-04-23,821222,4,ELECTRICIDAD INDUSTRIAL,TECNOLOGO,PRESENCIAL,17,0,202402,0,820,27,1,2022,FALSE
8,REGIONAL ATLANTICO,9208,CENTRO INDUSTRIAL Y DE AVIACION,12921348,2024-02-21,2024-03-25,21720195,1,USO DE MICROSOFT WORD PARA LA GENERACION DE DOCUMENTOS CON EFICIENCIA Y PRODUCTIVIDAD.,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,33,1.1,2,2024,TRUE
76,REGIONAL VALLE,9126,CENTRO NAUTICO PESQUERO DE BUENAVENTURA,12822542,2023-10-02,2024-12-31,848104,1,MARINERO QUE FORMA PARTE DE LA GUARDIA DE NAVEGACION. REGLA -II/4 STCW 78- ENMENDADO. A NIVEL DE APOYO,TECNICO,PRESENCIAL,20,0,202402,0,456,15,10,2023,FALSE
76,REGIONAL VALLE,9227,CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI,2301369,2024-02-07,2024-02-07,1664405672,1,ACOGIDA APRENDICES,EVENTO,PRESENCIAL,132,0,202402,0,0,0,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9406,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",12909487,2024-02-08,2024-03-12,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,33,1.1,2,2024,FALSE
63,REGIONAL QUINDIO,9538,CENTRO DE COMERCIO Y TURISMO,12929136,2024-02-27,2024-03-29,12230001,1,HERRAMIENTAS PARA LA GESTION DEL TALENTO HUMANO,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
41,REGIONAL HUILA,9116,CENTRO DE FORMACION AGROINDUSTRIAL,12734755,2023-03-21,2024-12-16,936113,1,ELABORACION DE PRODUCTOS ALIMENTICIOS.,TECNICO,PRESENCIAL,20,0,202402,0,636,20.9,3,2023,FALSE
27,REGIONAL CHOCO,9522,"CENTRO DE RECURSOS NATURALES, INDUSTRIA Y BIODIVERSIDAD",12671750,2023-01-23,2024-01-22,836114,1,CONSTRUCCION DE EDIFICACIONES,TECNICO,PRESENCIAL,12,0,202402,0,364,12,1,2023,FALSE
44,REGIONAL GUAJIRA,9524,CENTRO AGROEMPRESARIAL Y ACUICOLA,12848243,2023-11-07,2025-11-06,723402,1,ACUICULTURA,TECNOLOGO,PRESENCIAL,15,0,202402,0,730,24,11,2023,FALSE
5,REGIONAL ANTIOQUIA,9503,"CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION",12908280,2024-02-07,2024-03-05,92130063,2,"HIGIENE Y MANIPULACION DE ALIMENTOS,",CURSO ESPECIAL,VIRTUAL,80,1,202402,0.0125,27,0.9,2,2024,TRUE
66,REGIONAL RISARALDA,9308,CENTRO DE COMERCIO Y SERVICIOS,12702688,2023-03-21,2024-12-16,134101,2,ASISTENCIA ADMINISTRATIVA .,TECNICO,PRESENCIAL,27,0,202402,0,636,20.9,3,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9211,CENTRO DE GESTION INDUSTRIAL,12919715,2024-02-21,2024-03-19,22230002,1,SUPERVISION Y GESTION DE RESIDUOS PELIGROSOS,CURSO ESPECIAL,VIRTUAL,80,1,202402,0.0125,27,0.9,2,2024,TRUE
73,REGIONAL TOLIMA,9310,CENTRO DE COMERCIO Y SERVICIOS,12908345,2024-02-07,2024-03-11,13310005,1,APLICACION DE NORMAS TRIBUTARIAS EN MICRO Y PEQUEÑAS EMPRESAS.,CURSO ESPECIAL,VIRTUAL,80,2,202402,0.025,33,1.1,2,2024,TRUE
15,REGIONAL BOYACA,9111,CENTRO MINERO,12701283,2023-02-14,2024-12-13,221109,2,ANALISIS DE MUESTRAS QUIMICAS,TECNICO,PRESENCIAL,21,0,202402,0,668,22,2,2023,FALSE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12694129,2023-02-01,2024-12-13,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,31,0,202402,0,681,22.4,2,2023,FALSE
17,REGIONAL CALDAS,9112,CENTRO PARA LA FORMACION CAFETERA,12890540,2023-11-21,2024-06-20,733191,1,PROMOCION DE SEGURIDAD ALIMENTARIA,AUXILIAR,PRESENCIAL,22,1,202402,0.045454545454545456,212,7,11,2023,TRUE
11,REGIONAL DISTRITO CAPITAL,9406,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",12826088,2023-10-02,2024-04-01,662121,1,COCINA,AUXILIAR,PRESENCIAL,26,0,202402,0,182,6,10,2023,FALSE
19,REGIONAL CAUCA,9221,CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL,12909071,2024-02-14,2024-03-21,51240078,1,INGLES BASICO - NIVEL 1,CURSO ESPECIAL,PRESENCIAL,26,0,202402,0,36,1.2,2,2024,FALSE
63,REGIONAL QUINDIO,9231,CENTRO PARA EL DESARROLLO TECNOLOGICO DE LA CONSTRUCCION Y LA INDUSTRIA,12911081,2024-02-09,2024-02-29,22410065,1,ELECTRICIDAD BASICA,CURSO ESPECIAL,PRESENCIAL,35,0,202402,0,20,0.7,2,2024,FALSE
68,REGIONAL SANTANDER,9309,CENTRO DE SERVICIOS EMPRESARIALES Y TURISTICOS,12906451,2024-02-05,2024-03-01,33130170,1,ACCIONES DE PREVENCION EN SALUD MENTAL,CURSO ESPECIAL,VIRTUAL,80,4,202402,0.05,25,0.8,2,2024,TRUE
50,REGIONAL META,9117,CENTRO AGROINDUSTRIAL DEL META,12916496,2024-02-16,2024-02-21,41311499,1,APLICACION DE TECNICAS PARA EL ESTABLECIMIENTO Y MANEJO DE LA AGRICULTURA URBANA,CURSO ESPECIAL,PRESENCIAL,22,0,202402,0,5,0.2,2,2024,FALSE
5,REGIONAL ANTIOQUIA,9101,CENTRO DE LOS RECURSOS NATURALES RENOVABLES - LA SALADA,12718796,2023-03-03,2024-12-16,222239,1,CONSERVACION DE RECURSOS NATURALES,TECNICO,PRESENCIAL,28,0,202402,0,654,21.5,3,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9405,CENTRO DE SERVICIOS FINANCIEROS,12721803,2023-03-27,2024-06-26,133303,1,SERVICIOS COMERCIALES Y FINANCIEROS,TECNICO,VIRTUAL,41,0,202402,0,457,15,3,2023,FALSE
8,REGIONAL ATLANTICO,9207,CENTRO NACIONAL COLOMBO ALEMAN,12903552,2024-01-25,2024-04-04,11220053,1,EMPRENDIMIENTO INNOVADOR,CURSO ESPECIAL,PRESENCIAL,30,0,202402,0,70,2.3,1,2024,FALSE
8,REGIONAL ATLANTICO,9302,CENTRO DE COMERCIO Y SERVICIOS,12796422,2023-07-17,2024-07-16,632116,1,OPERACIONES COMERCIALES,TECNICO,PRESENCIAL,32,5,202402,0.15625,365,12,7,2023,TRUE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12706088,2023-01-23,2024-11-30,222239,1,CONSERVACION DE RECURSOS NATURALES,TECNICO,PRESENCIAL,33,0,202402,0,677,22.3,1,2023,FALSE
13,REGIONAL BOLIVAR,9104,CENTRO AGROEMPRESARIAL Y MINERO,12775203,2023-07-10,2024-10-09,733410,101,PRODUCCION AGROPECUARIA,TECNICO,PRESENCIAL,24,0,202402,0,457,15,7,2023,FALSE
52,REGIONAL NARIÑO,9536,CENTRO INTERNACIONAL DE PRODUCCION LIMPIA - LOPE,12711906,2023-04-17,2025-04-16,845302,100,MECANIZACION AGRICOLA,TECNOLOGO,PRESENCIAL,22,0,202402,0,730,24,4,2023,FALSE
5,REGIONAL ANTIOQUIA,9206,CENTRO TEXTIL Y DE GESTION INDUSTRIAL,12907576,2024-02-06,2024-03-11,33130161,1,SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST,CURSO ESPECIAL,VIRTUAL,80,4,202402,0.05,34,1.1,2,2024,TRUE
88,REGIONAL SAN ANDRES,9539,CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS,12927951,2024-02-27,2024-03-29,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,2,202402,0.025,31,1,2,2024,TRUE
70,REGIONAL SUCRE,9542,"CENTRO DE LA INNOVACION, LA TECNOLOGIA Y LOS SERVICIOS",12689557,2023-02-01,2024-12-31,631101,2,ASESORIA COMERCIAL,TECNICO,PRESENCIAL,19,0,202402,0,699,23,2,2023,FALSE
76,REGIONAL VALLE,9124,CENTRO AGROPECUARIO DE BUGA,12922673,2024-02-22,2024-07-03,63740000,1,CUIDADO DE ANIMALES DE COMPAÑIA,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,132,4.3,2,2024,FALSE
13,REGIONAL BOLIVAR,9304,CENTRO DE COMERCIO Y SERVICIOS,12709992,2023-02-27,2024-12-16,633100,1,OPERACION TURISTICA LOCAL,TECNICO,PRESENCIAL,28,0,202402,0,658,21.6,2,2023,FALSE
54,REGIONAL NORTE DE SANTANDER,9119,CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,12920763,2024-02-21,2024-02-29,22520110,1,INTERPRETACION DE PLANOS DE PROYECTOS DE EDIFICACION EN MEDIOS DIGITALES,CURSO ESPECIAL,PRESENCIAL,11,0,202402,0,8,0.3,2,2024,FALSE
66,REGIONAL RISARALDA,9223,CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL,12453413,2022-01-24,2024-04-23,225219,1,DIBUJO Y MODELADO ARQUITECTONICO Y DE INGENIERIA,TECNOLOGO,PRESENCIAL,17,0,202402,0,820,27,1,2022,FALSE
25,REGIONAL CUNDINAMARCA,9509,CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,12621121,2022-10-06,2024-02-15,635503,103,COCINA.,TECNICO,PRESENCIAL,14,0,202402,0,497,16.3,10,2022,FALSE
68,REGIONAL SANTANDER,9122,CENTRO ATENCION SECTOR AGROPECUARIO,12924205,2024-02-23,2024-07-29,73310025,1,EMPRENDIMIENTO EN PRODUCCION DE CACAO,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,157,5.2,2,2024,FALSE
70,REGIONAL SUCRE,9542,"CENTRO DE LA INNOVACION, LA TECNOLOGIA Y LOS SERVICIOS",12879727,2023-11-20,2026-02-19,228118,1,ANALISIS Y DESARROLLO DE SOFTWARE.,TECNOLOGO,VIRTUAL,41,0,202402,0,822,27,11,2023,FALSE
76,REGIONAL VALLE,9124,CENTRO AGROPECUARIO DE BUGA,12908369,2024-02-07,2024-03-05,13410029,2,ADMINISTRACION DE RECURSOS HUMANOS,CURSO ESPECIAL,VIRTUAL,80,2,202402,0.025,27,0.9,2,2024,TRUE
11,REGIONAL DISTRITO CAPITAL,9404,CENTRO DE GESTION ADMINISTRATIVA,12559245,2022-07-18,2024-07-17,122115,100,GESTION ADMINISTRATIVA,TECNOLOGO,PRESENCIAL,20,0,202402,0,730,24,7,2022,FALSE
85,REGIONAL CASANARE,9519,CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE,12675375,2023-01-23,2024-04-22,861100,2,CONSTRUCCION DE VIAS.,TECNICO,PRESENCIAL,23,0,202402,0,455,15,1,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9406,"CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS",12917453,2024-02-14,2024-04-03,42110153,1,EJERCICIO DERECHOS FUNDAMENTALES EN EL TRABAJO,CURSO ESPECIAL,PRESENCIAL,20,0,202402,0,49,1.6,2,2024,FALSE
85,REGIONAL CASANARE,9519,CENTRO AGROINDUSTRIAL Y FORTALECIMIENTO EMPRESARIAL DE CASANARE,12913514,2024-02-15,2024-03-22,63520569,1,ELABORACION DE PRODUCTOS BASICOS DE PASTELERIA,CURSO ESPECIAL,PRESENCIAL,30,0,202402,0,36,1.2,2,2024,FALSE
18,REGIONAL CAQUETA,9516,CENTRO TECNOLOGICO DE LA AMAZONIA,12931808,2024-02-28,2024-03-26,11220133,2,AUDITORIA INTERNA DE CALIDAD - NTC ISO 9001,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,27,0.9,2,2024,FALSE
15,REGIONAL BOYACA,9305,CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,12619974,2022-10-06,2024-02-05,635503,103,COCINA.,TECNICO,PRESENCIAL,27,0,202402,0,487,16,10,2022,FALSE
76,REGIONAL VALLE,9126,CENTRO NAUTICO PESQUERO DE BUENAVENTURA,12915289,2024-02-13,2024-03-12,33110233,2,PRIMEROS AUXILIOS,CURSO ESPECIAL,PRESENCIAL,28,0,202402,0,28,0.9,2,2024,FALSE
19,REGIONAL CAUCA,9221,CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL,12612885,2022-10-06,2024-02-05,838200,1,MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES,TECNICO,PRESENCIAL,23,0,202402,0,487,16,10,2022,FALSE
5,REGIONAL ANTIOQUIA,9502,COMPLEJO TECNOLOGICO MINERO AGROEMPRESARIAL,12907561,2024-02-06,2024-03-11,21450171,1,VARIABLES Y ESTRUCTURAS DE CONTROL EN LA PROGRAMACION ORIENTADA A OBJETOS: JAVA,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,34,1.1,2,2024,TRUE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12725681,2023-03-17,2024-12-13,134200,2,RECURSOS HUMANOS .,TECNICO,PRESENCIAL,34,1,202402,0.029411764705882353,637,21,3,2023,TRUE
63,REGIONAL QUINDIO,9120,CENTRO AGROINDUSTRIAL,12906360,2024-02-05,2024-03-07,12210544,1,ATENCION AL CLIENTE POR MEDIOS TECNOLOGICOS.,CURSO ESPECIAL,VIRTUAL,80,3,202402,0.0375,31,1,2,2024,TRUE
66,REGIONAL RISARALDA,9121,CENTRO ATENCION SECTOR AGROPECUARIO,12924681,2024-02-27,2024-03-29,51240087,1,ENGLISH DOES WORK - LEVEL 1,CURSO ESPECIAL,VIRTUAL,80,0,202402,0,31,1,2,2024,FALSE
52,REGIONAL NARIÑO,9535,CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA,12928696,2024-02-20,2024-06-06,73322068,1,EMPRENDIMIENTO EN SISTEMAS GANADEROS DOBLE PROPOSITO,CURSO ESPECIAL,PRESENCIAL,28,0,202402,0,107,3.5,2,2024,FALSE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12923841,2024-02-20,2024-02-29,13530025,2,SERVICIO AL CLIENTE,CURSO ESPECIAL,PRESENCIAL,22,0,202402,0,9,0.3,2,2024,FALSE
13,REGIONAL BOLIVAR,9105,"CENTRO INTERNACIONAL NAUTICO, FLUVIAL Y PORTUARIO",12915322,2024-02-15,2024-02-29,13410017,1,COMPORTAMIENTO EMPRENDEDOR,CURSO ESPECIAL,PRESENCIAL,14,0,202402,0,14,0.5,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9405,CENTRO DE SERVICIOS FINANCIEROS,12702930,2023-02-16,2024-12-16,133100,2,CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS.,TECNICO,PRESENCIAL,31,0,202402,0,669,22,2,2023,FALSE
63,REGIONAL QUINDIO,9538,CENTRO DE COMERCIO Y TURISMO,12488740,2022-02-14,2024-02-13,228106,102,ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,TECNOLOGO,PRESENCIAL,15,0,202402,0,729,24,2,2022,FALSE
15,REGIONAL BOYACA,9514,CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,12693453,2023-02-06,2024-12-13,832202,2,INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES,TECNICO,PRESENCIAL,22,0,202402,0,676,22.2,2,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9213,CENTRO DE TECNOLOGIAS DEL TRANSPORTE,12668046,2023-01-23,2024-04-22,838109,1,MANTENIMIENTO DE VEHICULOS LIVIANOS,TECNICO,PRESENCIAL,24,0,202402,0,455,15,1,2023,FALSE
41,REGIONAL HUILA,9525,CENTRO AGROEMPRESARIAL Y DESARROLLO PECUARIO DEL HUILA,12917081,2024-02-19,2024-05-13,63530051,1,PREPARACION DE COCTELES Y BEBIDAS MEZCLADAS SIGUIENDO TENDENCIAS,CURSO ESPECIAL,PRESENCIAL,35,0,202402,0,84,2.8,2,2024,FALSE
63,REGIONAL QUINDIO,9538,CENTRO DE COMERCIO Y TURISMO,12758236,2023-05-15,2025-08-14,524703,1,ANIMACION 3D.,TECNOLOGO,VIRTUAL,41,0,202402,0,822,27,5,2023,FALSE
66,REGIONAL RISARALDA,9121,CENTRO ATENCION SECTOR AGROPECUARIO,12719697,2023-03-11,2024-11-30,633100,1,OPERACION TURISTICA LOCAL,TECNICO,PRESENCIAL,22,0,202402,0,630,20.7,3,2023,FALSE
73,REGIONAL TOLIMA,9123,CENTRO AGROPECUARIO LA GRANJA,12909972,2024-02-09,2024-03-13,23110000,1,ANALISIS DE RIESGOS EN SISTEMAS DE AGUA Y SANEAMIENTO.,CURSO ESPECIAL,VIRTUAL,80,1,202402,0.0125,33,1.1,2,2024,TRUE
81,REGIONAL ARAUCA,9530,CENTRO DE GESTION Y DESARROLLO AGROINDUSTRIAL DE ARAUCA,12701890,2023-02-06,2024-12-13,233101,1,SISTEMAS.,TECNICO,PRESENCIAL,32,0,202402,0,676,22.2,2,2023,FALSE
25,REGIONAL CUNDINAMARCA,9510,CENTRO AGROECOLOGICO Y EMPRESARIAL,12774429,2023-07-10,2024-07-09,836114,1,CONSTRUCCION DE EDIFICACIONES,TECNICO,PRESENCIAL,9,0,202402,0,365,12,7,2023,FALSE
86,REGIONAL PUTUMAYO,9518,CENTRO AGROFORESTAL Y ACUICOLA ARAPAIMA,12504530,2022-04-18,2024-04-17,122115,100,GESTION ADMINISTRATIVA,TECNOLOGO,PRESENCIAL,23,0,202402,0,730,24,4,2022,FALSE
76,REGIONAL VALLE,9124,CENTRO AGROPECUARIO DE BUGA,12913557,2024-02-13,2024-03-27,42110153,1,EJERCICIO DERECHOS FUNDAMENTALES EN EL TRABAJO,CURSO ESPECIAL,PRESENCIAL,35,0,202402,0,43,1.4,2,2024,FALSE
25,REGIONAL CUNDINAMARCA,9513,CENTRO DE DESARROLLO AGROEMPRESARIAL,12834505,2023-09-11,2025-12-10,513601,3,ANIMACION DIGITAL,TECNOLOGO,VIRTUAL,35,1,202402,0.02857142857142857,821,27,9,2023,TRUE
5,REGIONAL ANTIOQUIA,9203,CENTRO PARA EL DESARROLLO DEL HABITAT Y LA CONSTRUCCION,12903280,2024-02-01,2024-05-23,22310001,1,METODOLOGIA PARA EL MODELADO DE LA INFORMACION (BIM),CURSO ESPECIAL,PRESENCIAL,30,0,202402,0,112,3.7,2,2024,FALSE
63,REGIONAL QUINDIO,9120,CENTRO AGROINDUSTRIAL,12910091,2024-02-14,2024-02-27,63740008,1,ESPECIES MENORES CON ENFASIS EN MANEJO DE CERDOS,CURSO ESPECIAL,PRESENCIAL,20,0,202402,0,13,0.4,2,2024,FALSE
76,REGIONAL VALLE,9125,CENTRO LATINOAMERICANO DE ESPECIES MENORES,12906677,2024-02-06,2024-03-04,12310018,4,CONTABILIDAD EN LAS ORGANIZACIONES.,CURSO ESPECIAL,VIRTUAL,80,1,202402,0.0125,27,0.9,2,2024,TRUE
23,REGIONAL CORDOBA,9523,"CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA",12904497,2024-01-30,2024-02-26,22810744,3,MANEJO DE HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL,CURSO ESPECIAL,VIRTUAL,80,60,202402,0.75,27,0.9,1,2024,TRUE
52,REGIONAL NARIÑO,9536,CENTRO INTERNACIONAL DE PRODUCCION LIMPIA - LOPE,12916147,2024-02-19,2024-04-27,73340239,3,PRODUCCION AGROPECUARIA ECOLOGICA PARA LA SOBERANIA ALIMENTARIA,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,68,2.2,2,2024,FALSE
11,REGIONAL DISTRITO CAPITAL,9216,CENTRO DE DISEÑO Y METROLOGIA,12907945,2024-02-07,2024-03-05,22810744,3,MANEJO DE HERRAMIENTAS MICROSOFT OFFICE 2016: EXCEL,CURSO ESPECIAL,VIRTUAL,80,2,202402,0.025,27,0.9,2,2024,TRUE
13,REGIONAL BOLIVAR,9104,CENTRO AGROEMPRESARIAL Y MINERO,12714220,2023-03-22,2024-11-29,733193,1,SISTEMAS AGROPECUARIOS ECOLOGICOS.,TECNICO,PRESENCIAL,16,0,202402,0,618,20.3,3,2023,FALSE
25,REGIONAL CUNDINAMARCA,9512,CENTRO DE BIOTECNOLOGIA AGROPECUARIA,12532134,2022-04-18,2024-04-17,723105,102,GESTION DE EMPRESAS AGROPECUARIAS,TECNOLOGO,PRESENCIAL,14,0,202402,0,730,24,4,2022,FALSE
25,REGIONAL CUNDINAMARCA,9511,CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL,12758231,2023-05-15,2025-08-14,524703,1,ANIMACION 3D.,TECNOLOGO,VIRTUAL,33,6,202402,0.18181818181818182,822,27,5,2023,TRUE
5,REGIONAL ANTIOQUIA,9204,CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.,12709147,2023-02-27,2024-12-13,233104,2,PROGRAMACION DE SOFTWARE .,TECNICO,PRESENCIAL,30,0,202402,0,655,21.5,2,2023,FALSE
13,REGIONAL BOLIVAR,9105,"CENTRO INTERNACIONAL NAUTICO, FLUVIAL Y PORTUARIO",12924630,2024-02-23,2024-03-27,51240090,1,ENGLISH DOES WORK - LEVEL 4,CURSO ESPECIAL,VIRTUAL,80,1,202402,0.0125,33,1.1,2,2024,TRUE
25,REGIONAL CUNDINAMARCA,9232,CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA,12725846,2023-03-17,2024-12-13,221109,2,ANALISIS DE MUESTRAS QUIMICAS,TECNICO,PRESENCIAL,26,0,202402,0,637,21,3,2023,FALSE
19,REGIONAL CAUCA,9221,CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL,12711350,2023-04-17,2025-07-16,225311,1,LEVANTAMIENTOS TOPOGRAFICOS Y GEORREFERENCIACION,TECNOLOGO,PRESENCIAL,29,0,202402,0,821,27,4,2023,FALSE
20,REGIONAL CESAR,9521,CENTRO DE OPERACION Y MANTENIMIENTO MINERO,12915773,2024-02-15,2024-03-26,83830301,1,MANTENIMIENTO DEL SISTEMA DE INYECCION DE COMBUSTIBLE EN MOTOCICLETAS,CURSO ESPECIAL,PRESENCIAL,25,0,202402,0,40,1.3,2,2024,FALSE
13,REGIONAL BOLIVAR,9218,CENTRO PARA LA INDUSTRIA PETROQUIMICA,12671901,2023-01-23,2025-02-22,122128,1,"GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL",TECNOLOGO,PRESENCIAL,29,0,202402,0,761,25,1,2023,FALSE
11,REGIONAL DISTRITO CAPITAL,9217,CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA,12699534,2023-03-13,2024-12-16,524704,1,INTEGRACION DE CONTENIDOS DIGITALES.,TECNICO,PRESENCIAL,25,0,202402,0,644,21.2,3,2023,FALSE
